ASV,fwd_rev,domain,conf.d,phylum,conf.p,class,conf.c,order,conf.o,family,conf.f,genus,conf.g,species,conf.s
ASV3809,+,Fungi,100%,Chytridiomycota,41%,Chytridiomycota_unidentified,11%,Chytridiomycota_unidentified_1,11%,Chytridiomycota_unidentified_1,11%,Chytridiomycota_unidentified_1_1,11%,Chytridiomycota_sp|SH233268.06FU,7%
ASV3810,+,Fungi,100%,Ascomycota,57%,Eurotiomycetes,8%,Onygenales,7%,Arthrodermataceae,6%,Microsporum,4%,Microsporum_duboisii|SH212459.06FU,4%
ASV3811,+,Fungi,100%,Basidiomycota,100%,Ustilaginomycetes,100%,Ustilaginales,100%,Ustilaginaceae,100%,Ustilago,100%,Ustilago_crameri|SH207153.06FU,100%
ASV3813,+,Fungi,100%,Fungi_unidentified,94%,Fungi_unidentified_1,94%,Fungi_unidentified_1,94%,Fungi_unidentified_1_1,94%,Fungi_unidentified_1_1,94%,Fungi_sp|SH239608.06FU,94%
ASV3814,+,Fungi,100%,Ascomycota,71%,Leotiomycetes,8%,Geoglossales,6%,Geoglossaceae,6%,Geoglossum,6%,Geoglossum_umbratile|SH208495.06FU,6%
ASV3815,+,Fungi,99%,Ascomycota,67%,Pezizomycetes,7%,Pezizales,7%,Tuberaceae,5%,Reddellomyces,4%,Reddellomyces_westraliensis|SH228056.06FU,2%
ASV3816,+,Fungi,100%,Fungi_unidentified,100%,Fungi_unidentified_1,100%,Fungi_unidentified_1,100%,Fungi_unidentified_1_1,100%,Fungi_unidentified_1_1,100%,Fungi_sp|SH239608.06FU,100%
ASV3817,+,Fungi,100%,Ascomycota,67%,Dothideomycetes,27%,Hysteriales,12%,Gloniaceae,12%,Gloniaceae_unidentified,12%,Gloniaceae_sp|SH196564.06FU,12%
ASV3820,+,Fungi,100%,Ascomycota,68%,Orbiliomycetes,45%,Orbiliales,45%,Orbiliaceae,45%,Arthrobotrys,37%,Arthrobotrys_oligospora|SH220558.06FU,15%
ASV3821,+,Fungi,99%,Ascomycota,59%,Eurotiomycetes,4%,Pyrenulales,4%,Massariaceae,4%,Massaria,4%,Massaria_aucupariae|SH240306.06FU,3%
ASV3822,+,Fungi,100%,Chytridiomycota,94%,Chytridiomycetes,78%,Spizellomycetales,74%,Spizellomycetaceae,74%,Spizellomyces,74%,Spizellomyces_acuminatus|SH237179.06FU,50%
ASV3823,+,Fungi,100%,Glomeromycota,75%,Glomeromycetes,73%,Glomerales,67%,Glomeraceae,67%,Septoglomus,20%,Septoglomus_viscosum|SH228527.06FU,7%
ASV3824,+,Fungi,100%,Ascomycota,100%,Orbiliomycetes,100%,Orbiliomycetes_unidentified,100%,Orbiliomycetes_unidentified_1,100%,Orbiliomycetes_unidentified_1,100%,Orbiliomycetes_sp|SH234045.06FU,100%
ASV3825,+,Fungi,100%,Glomeromycota,100%,Glomeromycetes,100%,Diversisporales,96%,Diversisporaceae,96%,Diversispora,93%,Diversispora_spurca|SH200225.06FU,32%
ASV3826,+,Fungi,100%,Fungi_unidentified,29%,Fungi_unidentified_1,29%,Fungi_unidentified_1,29%,Fungi_unidentified_1_1,29%,Fungi_unidentified_1_1,29%,Fungi_sp|SH235187.06FU,9%
ASV3827,+,Fungi,100%,Fungi_unidentified,53%,Fungi_unidentified_1,53%,Fungi_unidentified_1,53%,Fungi_unidentified_1_1,53%,Fungi_unidentified_1_1,53%,Fungi_sp|SH190511.06FU,53%
ASV3828,+,Fungi,100%,Basidiomycota,41%,Tremellomycetes,11%,Tremellales,11%,Incertae_sedis_12,11%,Derxomyces,11%,Derxomyces_wuzhishanensis|SH197673.06FU,10%
ASV3830,+,Fungi,100%,Ascomycota,84%,Orbiliomycetes,36%,Orbiliales,36%,Orbiliaceae,36%,Dactylella,36%,Dactylella_oviparasitica|SH238609.06FU,36%
ASV3831,+,Fungi,100%,Basidiomycota,74%,Tremellomycetes,12%,Tremellales,12%,Incertae_sedis_12,10%,Derxomyces,10%,Derxomyces_hainanensis|SH197670.06FU,10%
ASV3833,+,Fungi,100%,Ascomycota,70%,Dothideomycetes,37%,Pleosporales,30%,Pleosporales_unidentified,11%,Pleosporales_unidentified_1,11%,Pleosporales_sp|SH232020.06FU,6%
ASV3835,+,Fungi,100%,Basidiomycota,63%,Tremellomycetes,7%,Tremellales,6%,Incertae_sedis_12,6%,Derxomyces,5%,Derxomyces_hainanensis|SH197670.06FU,5%
ASV3836,+,Fungi,100%,Ascomycota,86%,Pezizomycetes,85%,Pezizales,85%,Pezizaceae,85%,Pezizaceae_unidentified,58%,Pezizaceae_sp|SH201386.06FU,24%
ASV3838,+,Fungi,100%,Chytridiomycota,61%,Chytridiomycetes,42%,Spizellomycetales,28%,Spizellomycetaceae,28%,Spizellomyces,26%,Spizellomyces_sp|SH229712.06FU,18%
ASV3839,+,Fungi,100%,Chytridiomycota,48%,Chytridiomycota_unidentified,28%,Chytridiomycota_unidentified_1,28%,Chytridiomycota_unidentified_1,28%,Chytridiomycota_unidentified_1_1,28%,Chytridiomycota_sp|SH233268.06FU,13%
ASV3841,+,Fungi,100%,Chytridiomycota,100%,Chytridiomycetes,91%,Rhizophlyctidales,87%,Rhizophlyctidaceae,87%,Rhizophlyctis,87%,Rhizophlyctis_rosea|SH205068.06FU,47%
ASV3842,+,Fungi,100%,Chytridiomycota,90%,Chytridiomycetes,87%,Spizellomycetales,77%,Spizellomycetaceae,77%,Spizellomyces,77%,Spizellomyces_sp|SH229712.06FU,42%
ASV3843,+,Fungi,100%,Ascomycota,100%,Pezizomycetes,100%,Pezizales,100%,Pyronemataceae,100%,Micronematobotrys,100%,Micronematobotrys_sp|SH234092.06FU,100%
ASV3844,+,Fungi,100%,Zygomycota,91%,Incertae_sedis_10,91%,Mortierellales,90%,Mortierellaceae,89%,Mortierella,89%,Mortierella_capitata|SH228085.06FU,33%
ASV3845,+,Fungi,100%,Chytridiomycota,75%,Chytridiomycetes,56%,Rhizophydiales,42%,Rhizophydiaceae,36%,Rhizophydium,36%,Rhizophydium_sp_PL_AUS_Ad014|SH236288.06FU,28%
ASV3846,+,Fungi,100%,Glomeromycota,63%,Glomeromycota_unidentified,22%,Glomeromycota_unidentified_1,22%,Glomeromycota_unidentified_1,22%,Glomeromycota_unidentified_1_1,22%,Glomeromycota_sp|SH213811.06FU,16%
ASV3847,+,Fungi,100%,Ascomycota,100%,Sordariomycetes,100%,Sordariomycetes_unidentified,99%,Sordariomycetes_unidentified_1,99%,Sordariomycetes_unidentified_1,99%,Sordariomycetes_sp|SH233630.06FU,99%
ASV3848,+,Fungi,100%,Basidiomycota,100%,Agaricomycetes,100%,Agaricales,100%,Entolomataceae,98%,Entoloma,98%,Entoloma_sp|SH200900.06FU,77%
ASV3849,+,Fungi,100%,Basidiomycota,37%,Tremellomycetes,14%,Tremellales,14%,Tremellales_unidentified,6%,Tremellales_unidentified_1,6%,Tremellales_sp|SH229402.06FU,6%
ASV3850,+,Fungi,100%,Ascomycota,93%,Dothideomycetes,8%,Microthyriales,3%,Microthyriaceae,3%,Tothia,3%,Tothia_fuscella|SH195931.06FU,3%
ASV3852,+,Fungi,100%,Ascomycota,95%,Eurotiomycetes,82%,Onygenales,70%,Onygenales_unidentified,56%,Onygenales_unidentified_1,56%,Onygenales_sp|SH214151.06FU,53%
ASV3853,+,Fungi,100%,Ascomycota,33%,Incertae_sedis_14,15%,Incertae_sedis_15,15%,Incertae_sedis_16,15%,Pulchromyces,13%,Pulchromyces_fimicola|SH227367.06FU,13%
ASV3855,+,Fungi,100%,Ascomycota,95%,Incertae_sedis_14,18%,Incertae_sedis_15,18%,Incertae_sedis_16,18%,Knufia,16%,Knufia_perforans|SH209750.06FU,16%
ASV3856,+,Fungi,100%,Ascomycota,100%,Dothideomycetes,100%,Capnodiales,100%,Capnodiales_unidentified,94%,Capnodiales_unidentified_1,94%,Capnodiales_sp|SH195241.06FU,94%
ASV3857,+,Fungi,100%,Ascomycota,100%,Orbiliomycetes,100%,Orbiliomycetes_unidentified,100%,Orbiliomycetes_unidentified_1,100%,Orbiliomycetes_unidentified_1,100%,Orbiliomycetes_sp|SH234044.06FU,89%
ASV3858,+,Fungi,100%,Ascomycota,99%,Dothideomycetes,96%,Capnodiales,96%,Capnodiales_unidentified,70%,Capnodiales_unidentified_1,70%,Capnodiales_sp|SH195241.06FU,65%
ASV3859,+,Fungi,100%,Ascomycota,83%,Incertae_sedis_14,53%,Incertae_sedis_15,53%,Incertae_sedis_16,53%,Ochroconis,34%,Ochroconis_anomala|SH240906.06FU,13%
ASV3862,+,Fungi,100%,Chytridiomycota,100%,Chytridiomycetes,100%,Chytridiomycetes_unidentified,100%,Chytridiomycetes_unidentified_1,100%,Chytridiomycetes_unidentified_1,100%,Chytridiomycetes_sp|SH206019.06FU,100%
ASV3863,+,Fungi,100%,Ascomycota,72%,Lecanoromycetes,21%,Baeomycetales,5%,Baeomycetaceae,5%,Baeomyces,5%,Baeomyces_sp|SH236010.06FU,5%
ASV3864,+,Fungi,100%,Fungi_unidentified,21%,Fungi_unidentified_1,21%,Fungi_unidentified_1,21%,Fungi_unidentified_1_1,21%,Fungi_unidentified_1_1,21%,Fungi_sp|SH201585.06FU,19%
ASV3865,+,Fungi,100%,Ascomycota,81%,Pezizomycetes,73%,Pezizales,73%,Pyronemataceae,43%,Pyronemataceae_unidentified,41%,Pyronemataceae_sp|SH240968.06FU,41%
ASV3866,+,Fungi,100%,Ascomycota,98%,Ascomycota_unidentified,44%,Ascomycota_unidentified_1,44%,Ascomycota_unidentified_1,44%,Ascomycota_unidentified_1_1,44%,Ascomycota_sp|SH223423.06FU,44%
ASV3868,+,Fungi,100%,Chytridiomycota,100%,Chytridiomycota_unidentified,100%,Chytridiomycota_unidentified_1,100%,Chytridiomycota_unidentified_1,100%,Chytridiomycota_unidentified_1_1,100%,Chytridiomycota_sp|SH229534.06FU,100%
ASV3869,+,Fungi,100%,Chytridiomycota,78%,Chytridiomycota_unidentified,45%,Chytridiomycota_unidentified_1,45%,Chytridiomycota_unidentified_1,45%,Chytridiomycota_unidentified_1_1,45%,Chytridiomycota_sp|SH233268.06FU,37%
ASV3870,+,Fungi,100%,Ascomycota,91%,Sordariomycetes,78%,Ophiostomatales,14%,Ophiostomataceae,14%,Sporothrix,12%,Sporothrix_sp_1_ML_2011|SH205338.06FU,11%
ASV3871,+,Fungi,100%,Basidiomycota,52%,Pucciniomycetes,35%,Pucciniales,35%,Pucciniaceae,12%,Puccinia,12%,Puccinia_bartholomaei|SH218858.06FU,7%
ASV3872,+,Fungi,100%,Basidiomycota,49%,Tremellomycetes,7%,Tremellales,7%,Incertae_sedis_12,7%,Derxomyces,4%,Derxomyces_wuzhishanensis|SH197673.06FU,3%
ASV3873,+,Fungi,100%,Chytridiomycota,87%,Chytridiomycetes,45%,Chytridiomycetes_unidentified,40%,Chytridiomycetes_unidentified_1,40%,Chytridiomycetes_unidentified_1,40%,Chytridiomycetes_sp|SH206019.06FU,40%
ASV3874,+,Fungi,100%,Chytridiomycota,100%,Chytridiomycota_unidentified,91%,Chytridiomycota_unidentified_1,91%,Chytridiomycota_unidentified_1,91%,Chytridiomycota_unidentified_1_1,91%,Chytridiomycota_sp|SH229534.06FU,91%
ASV3876,+,Fungi,100%,Ascomycota,100%,Ascomycota_unidentified,100%,Ascomycota_unidentified_1,100%,Ascomycota_unidentified_1,100%,Ascomycota_unidentified_1_1,100%,Ascomycota_sp|SH196179.06FU,100%
ASV3877,+,Fungi,100%,Chytridiomycota,20%,Chytridiomycetes,15%,Olpidiales,9%,Olpidiaceae,9%,Olpidium,9%,Olpidium_bornovanus|SH229162.06FU,5%
ASV3878,+,Fungi,100%,Ascomycota,99%,Ascomycota_unidentified,56%,Ascomycota_unidentified_1,56%,Ascomycota_unidentified_1,56%,Ascomycota_unidentified_1_1,56%,Ascomycota_sp|SH226463.06FU,55%
ASV3879,+,Fungi,100%,Chytridiomycota,81%,Chytridiomycetes,55%,Spizellomycetales,49%,Spizellomycetaceae,49%,Spizellomyces,49%,Spizellomyces_sp|SH229712.06FU,47%
ASV3880,+,Fungi,100%,Glomeromycota,100%,Glomeromycetes,82%,Glomerales,82%,Glomeraceae,82%,Glomeraceae_unidentified,41%,Glomeraceae_sp|SH228528.06FU,34%
ASV3881,+,Fungi,100%,Glomeromycota,100%,Glomeromycetes,96%,Glomerales,96%,Glomeraceae,96%,Glomeraceae_unidentified,67%,Glomeraceae_sp|SH228096.06FU,50%
ASV3882,+,Fungi,100%,Ascomycota,100%,Dothideomycetes,100%,Capnodiales,100%,Capnodiales_unidentified,81%,Capnodiales_unidentified_1,81%,Capnodiales_sp|SH238954.06FU,50%
ASV3883,+,Fungi,100%,Basidiomycota,100%,Ustilaginomycetes,100%,Ustilaginales,100%,Ustilaginales_unidentified,100%,Ustilaginales_unidentified_1,100%,Ustilaginales_sp|SH206308.06FU,100%
ASV3886,+,Fungi,100%,Ascomycota,100%,Eurotiomycetes,100%,Eurotiales,99%,Eurotiales_unidentified,44%,Eurotiales_unidentified_1,44%,Eurotiales_sp|SH219427.06FU,43%
ASV3887,+,Fungi,100%,Zygomycota,22%,Incertae_sedis_10,22%,Kickxellales,22%,Kickxellaceae,22%,Ramicandelaber,22%,Ramicandelaber_sp_HMH_2010b|SH237553.06FU,10%
ASV3888,+,Fungi,100%,Ascomycota,76%,Dothideomycetes,15%,Incertae_sedis_8,6%,Incertae_sedis_19,6%,Cladoriella,6%,Cladoriella_eucalypti|SH233933.06FU,6%
ASV3889,+,Fungi,100%,Basidiomycota,99%,Agaricomycetes,99%,Agaricales,96%,Agaricaceae,83%,Tulostoma,83%,Tulostoma_sp_KH_2011b|SH194067.06FU,70%
ASV3892,+,Fungi,100%,Basidiomycota,100%,Agaricomycetes,100%,Agaricales,100%,Agaricaceae,100%,Chlorophyllum,100%,Chlorophyllum_molybdites|SH206330.06FU,100%
ASV3893,+,Fungi,100%,Ascomycota,47%,Incertae_sedis_14,16%,Incertae_sedis_15,16%,Incertae_sedis_16,16%,Ochroconis,10%,Ochroconis_calidifluminalis|SH241393.06FU,8%
ASV3896,+,Fungi,100%,Basidiomycota,96%,Agaricomycetes,91%,Agaricales,89%,Agaricaceae,66%,Tulostoma,27%,Tulostoma_sp_KH_2011b|SH194067.06FU,16%
ASV3898,+,Fungi,100%,Ascomycota,100%,Dothideomycetes,100%,Capnodiales,100%,Mycosphaerellaceae,100%,Ramichloridium,100%,Ramichloridium_luteum|SH197938.06FU,100%
ASV3899,+,Fungi,100%,Ascomycota,100%,Dothideomycetes,100%,Pleosporales,100%,Phaeosphaeriaceae,99%,Sclerostagonospora,99%,Sclerostagonospora_sp_CBS_118152|SH224099.06FU,99%
ASV3901,+,Fungi,100%,Ascomycota,28%,Sordariomycetes,6%,Sordariomycetes_unidentified,5%,Sordariomycetes_unidentified_1,5%,Sordariomycetes_unidentified_1,5%,Sordariomycetes_sp|SH237144.06FU,5%
ASV3902,+,Fungi,100%,Basidiomycota,100%,Tremellomycetes,100%,Tremellales,100%,Incertae_sedis_12,100%,Dioszegia,100%,Dioszegia_takashimae|SH196965.06FU,77%
ASV3904,+,Fungi,100%,Ascomycota,97%,Dothideomycetes,95%,Dothideomycetes_unidentified,86%,Dothideomycetes_unidentified_1,86%,Dothideomycetes_unidentified_1,86%,Dothideomycetes_sp|SH227809.06FU,86%
ASV3905,+,Fungi,100%,Ascomycota,89%,Orbiliomycetes,76%,Orbiliomycetes_unidentified,74%,Orbiliomycetes_unidentified_1,74%,Orbiliomycetes_unidentified_1,74%,Orbiliomycetes_sp|SH234045.06FU,74%
ASV3906,+,Fungi,100%,Ascomycota,100%,Sordariomycetes,100%,Xylariales,96%,Incertae_sedis_9,96%,Dinemasporium,96%,Dinemasporium_americana|SH222848.06FU,96%
ASV3907,+,Fungi,100%,Ascomycota,100%,Dothideomycetes,100%,Pleosporales,100%,Pleosporaceae,100%,Edenia,100%,Edenia_sp|SH229316.06FU,100%
ASV3909,+,Fungi,100%,Ascomycota,100%,Saccharomycetes,100%,Saccharomycetales,100%,Incertae_sedis_11,100%,Cyberlindnera,100%,Cyberlindnera_jadinii|SH230260.06FU,100%
ASV3910,+,Fungi,100%,Ascomycota,68%,Incertae_sedis_14,11%,Incertae_sedis_15,11%,Incertae_sedis_16,11%,Knufia,6%,Knufia_perforans|SH209750.06FU,6%
ASV3913,+,Fungi,100%,Basidiomycota,90%,Agaricomycetes,83%,Agaricales,77%,Inocybaceae,8%,Inocybe,5%,Inocybe_aff_grammata_TAA185173|SH228778.06FU,3%
ASV3916,+,Fungi,100%,Zygomycota,8%,Incertae_sedis_10,8%,Mortierellales,8%,Mortierellaceae,5%,Mortierella,5%,Mortierella_sp|SH214852.06FU,3%
ASV3917,+,Fungi,100%,Glomeromycota,21%,Glomeromycetes,21%,Diversisporales,13%,Gigasporaceae,2%,Scutellospora,2%,Scutellospora_spinosissima|SH198423.06FU,2%
ASV3919,+,Fungi,100%,Fungi_unidentified,100%,Fungi_unidentified_1,100%,Fungi_unidentified_1,100%,Fungi_unidentified_1_1,100%,Fungi_unidentified_1_1,100%,Fungi_sp|SH221673.06FU,54%
ASV3920,+,Fungi,100%,Chytridiomycota,68%,Chytridiomycota_unidentified,31%,Chytridiomycota_unidentified_1,31%,Chytridiomycota_unidentified_1,31%,Chytridiomycota_unidentified_1_1,31%,Chytridiomycota_sp|SH233268.06FU,21%
ASV3921,+,Fungi,100%,Basidiomycota,88%,Agaricomycetes,75%,Polyporales,16%,Meruliaceae,7%,Junghuhnia,7%,Junghuhnia_autumnale|SH204020.06FU,7%
ASV3922,+,Fungi,100%,Fungi_unidentified,53%,Fungi_unidentified_1,53%,Fungi_unidentified_1,53%,Fungi_unidentified_1_1,53%,Fungi_unidentified_1_1,53%,Fungi_sp|SH209067.06FU,51%
ASV3923,+,Fungi,100%,Basidiomycota,100%,Ustilaginomycetes,100%,Ustilaginales,100%,Ustilaginaceae,100%,Sporisorium,95%,Sporisorium_panici_leucophaei|SH239185.06FU,95%
ASV3925,+,Fungi,100%,Glomeromycota,98%,Glomeromycetes,94%,Glomerales,93%,Glomeraceae,92%,Rhizophagus,68%,Rhizophagus_sp|SH196110.06FU,37%
ASV3930,+,Fungi,100%,Ascomycota,100%,Dothideomycetes,100%,Pleosporales,100%,Pleosporales_unidentified,100%,Pleosporales_unidentified_1,100%,Pleosporales_sp|SH232017.06FU,100%
ASV3932,+,Fungi,100%,Basidiomycota,34%,Agaricomycetes,25%,Sebacinales,12%,Sebacinales_Group_B,7%,Sebacinales_Group_B_unidentified,7%,Sebacinales_Group_B_sp|SH203727.06FU,7%
ASV3938,+,Fungi,100%,Basidiomycota,91%,Agaricomycetes,85%,Russulales,19%,Auriscalpiaceae,14%,Artomyces,14%,Artomyces_colensoi|SH205366.06FU,8%
ASV3939,+,Fungi,100%,Ascomycota,100%,Dothideomycetes,100%,Capnodiales,100%,Mycosphaerellaceae,100%,Sphaerulina,51%,Sphaerulina_pseudovirgaureae|SH212655.06FU,51%
ASV3940,+,Fungi,100%,Basidiomycota,99%,Agaricomycetes,99%,Agaricales,99%,Entolomataceae,97%,Clitopilus,97%,Clitopilus_scyphoides|SH205039.06FU,56%
ASV3943,+,Fungi,100%,Basidiomycota,100%,Agaricostilbomycetes,100%,Agaricostilbales,100%,Agaricostilbaceae,100%,Bensingtonia,100%,Bensingtonia_phyllada|SH241566.06FU,100%
ASV3946,+,Fungi,100%,Ascomycota,99%,Sordariomycetes,28%,Hypocreales,23%,Ophiocordycipitaceae,11%,Elaphocordyceps,5%,Elaphocordyceps_capitata|SH224002.06FU,5%
ASV3947,+,Fungi,100%,Fungi_unidentified,44%,Fungi_unidentified_1,44%,Fungi_unidentified_1,44%,Fungi_unidentified_1_1,44%,Fungi_unidentified_1_1,44%,Fungi_sp|SH222471.06FU,43%
ASV3948,+,Fungi,100%,Ascomycota,100%,Leotiomycetes,100%,Leotiomycetes_unidentified,100%,Leotiomycetes_unidentified_1,100%,Leotiomycetes_unidentified_1,100%,Leotiomycetes_sp|SH208255.06FU,89%
ASV3950,+,Fungi,100%,Ascomycota,100%,Dothideomycetes,100%,Pleosporales,100%,Pleosporales_unidentified,100%,Pleosporales_unidentified_1,100%,Pleosporales_sp|SH217121.06FU,100%
ASV3953,+,Fungi,100%,Basidiomycota,55%,Tremellomycetes,13%,Tremellales,13%,Incertae_sedis_12,13%,Derxomyces,12%,Derxomyces_wuzhishanensis|SH197673.06FU,6%
ASV3954,+,Fungi,100%,Ascomycota,100%,Eurotiomycetes,60%,Chaetothyriales,60%,Incertae_sedis_42,60%,Strelitziana,60%,Strelitziana_albiziae|SH211993.06FU,53%
ASV3960,+,Fungi,100%,Basidiomycota,78%,Tremellomycetes,69%,Tremellales,69%,Incertae_sedis_12,69%,Cryptococcus_1,51%,Cryptococcus_sp_FYB_2007a|SH234685.06FU,34%
ASV3961,+,Fungi,100%,Fungi_unidentified,10%,Fungi_unidentified_1,10%,Fungi_unidentified_1,10%,Fungi_unidentified_1_1,10%,Fungi_unidentified_1_1,10%,Fungi_sp|SH194666.06FU,8%
ASV3962,+,Fungi,100%,Ascomycota,62%,Ascomycota_unidentified,8%,Ascomycota_unidentified_1,8%,Ascomycota_unidentified_1,8%,Ascomycota_unidentified_1_1,8%,Ascomycota_sp|SH196610.06FU,3%
ASV3963,+,Fungi,100%,Chytridiomycota,87%,Chytridiomycetes,71%,Spizellomycetales,63%,Spizellomycetaceae,63%,Spizellomyces,60%,Spizellomyces_sp|SH229712.06FU,15%
ASV3964,+,Fungi,100%,Fungi_unidentified,100%,Fungi_unidentified_1,100%,Fungi_unidentified_1,100%,Fungi_unidentified_1_1,100%,Fungi_unidentified_1_1,100%,Fungi_sp|SH224388.06FU,100%
ASV3965,+,Fungi,100%,Ascomycota,100%,Sordariomycetes,100%,Sordariomycetes_unidentified,100%,Sordariomycetes_unidentified_1,100%,Sordariomycetes_unidentified_1,100%,Sordariomycetes_sp|SH223882.06FU,100%
ASV3966,+,Fungi,100%,Basidiomycota,100%,Agaricomycetes,100%,Polyporales,100%,Polyporaceae,98%,Fomes,95%,Fomes_fomentarius|SH228545.06FU,40%
ASV3967,+,Fungi,100%,Basidiomycota,34%,Microbotryomycetes,11%,Sporidiobolales,11%,Incertae_sedis_25,11%,Rhodotorula,11%,Rhodotorula_lamellibrachiae|SH227552.06FU,11%
ASV3968,+,Fungi,100%,Chytridiomycota,63%,Chytridiomycota_unidentified,28%,Chytridiomycota_unidentified_1,28%,Chytridiomycota_unidentified_1,28%,Chytridiomycota_unidentified_1_1,28%,Chytridiomycota_sp|SH233268.06FU,19%
ASV3969,+,Fungi,100%,Ascomycota,90%,Eurotiomycetes,72%,Chaetothyriales,64%,Incertae_sedis_42,62%,Coniosporium,62%,Coniosporium_apollinis|SH235511.06FU,31%
ASV3970,+,Fungi,100%,Ascomycota,85%,Eurotiomycetes,23%,Onygenales,11%,Gymnoascaceae,9%,Gymnoascus,9%,Gymnoascus_sp|SH231013.06FU,9%
ASV3973,+,Fungi,100%,Basidiomycota,100%,Agaricomycetes,100%,Polyporales,100%,Incertae_sedis_54,99%,Phlebiella,99%,Phlebiella_christiansenii|SH210789.06FU,99%
ASV3976,+,Fungi,100%,Ascomycota,78%,Sordariomycetes,29%,Sordariomycetes_unidentified,28%,Sordariomycetes_unidentified_1,28%,Sordariomycetes_unidentified_1,28%,Sordariomycetes_sp|SH235314.06FU,28%
ASV3977,+,Fungi,100%,Ascomycota,100%,Sordariomycetes,94%,Xylariales,94%,Hyponectriaceae,94%,Hyponectriaceae_unidentified,94%,Hyponectriaceae_sp|SH189864.06FU,94%
ASV3978,+,Fungi,100%,Ascomycota,98%,Pezizomycetes,80%,Pezizales,80%,Pyronemataceae,79%,Pyronemataceae_unidentified,76%,Pyronemataceae_sp|SH226417.06FU,43%
ASV3979,+,Fungi,100%,Glomeromycota,100%,Glomeromycetes,99%,Glomerales,99%,Claroideoglomeraceae,81%,Claroideoglomeraceae_unidentified,81%,Claroideoglomeraceae_sp|SH213880.06FU,81%
ASV3980,+,Fungi,100%,Chytridiomycota,18%,Chytridiomycota_unidentified,10%,Chytridiomycota_unidentified_1,10%,Chytridiomycota_unidentified_1,10%,Chytridiomycota_unidentified_1_1,10%,Chytridiomycota_sp|SH233268.06FU,10%
ASV3981,+,Fungi,100%,Ascomycota,91%,Sordariomycetes,78%,Sordariales,50%,Chaetomiaceae,32%,Chaetomiaceae_unidentified,28%,Chaetomiaceae_sp|SH231556.06FU,28%
ASV3984,+,Fungi,100%,Ascomycota,99%,Orbiliomycetes,97%,Orbiliales,96%,Orbiliaceae,96%,Orbiliaceae_unidentified,69%,Orbiliaceae_sp|SH233929.06FU,69%
ASV3985,+,Fungi,100%,Ascomycota,97%,Sordariomycetes,96%,Xylariales,88%,Xylariaceae,85%,Podosordaria,33%,Podosordaria_tulasnei|SH193348.06FU,33%
ASV3988,+,Fungi,100%,Ascomycota,65%,Incertae_sedis_14,5%,Incertae_sedis_15,5%,Incertae_sedis_16,5%,Knufia,4%,Knufia_perforans|SH209750.06FU,4%
ASV3989,+,Fungi,100%,Ascomycota,100%,Sordariomycetes,100%,Hypocreales,100%,Hypocreaceae,100%,Trichoderma,100%,Trichoderma_citrinoviride|SH196079.06FU,87%
ASV3991,+,Fungi,100%,Ascomycota,22%,Eurotiomycetes,10%,Pyrenulales,7%,Massariaceae,7%,Massaria,7%,Massaria_aucupariae|SH240306.06FU,1%
ASV3992,+,Fungi,100%,Chytridiomycota,64%,Chytridiomycetes,41%,Chytridiales,14%,Synchytriaceae,12%,Synchytrium,12%,Synchytrium_endobioticum|SH234051.06FU,9%
ASV3995,+,Fungi,100%,Zygomycota,45%,Incertae_sedis_10,45%,Kickxellales,35%,Kickxellaceae,35%,Ramicandelaber,35%,Ramicandelaber_sp_HMH_2010a|SH237136.06FU,20%
ASV3997,+,Fungi,100%,Zygomycota,53%,Incertae_sedis_10,53%,Kickxellales,50%,Kickxellaceae,50%,Ramicandelaber,50%,Ramicandelaber_sp_HMH_2010b|SH237553.06FU,43%
ASV3998,+,Fungi,100%,Ascomycota,100%,Dothideomycetes,100%,Dothideomycetes_unidentified,100%,Dothideomycetes_unidentified_1,100%,Dothideomycetes_unidentified_1,100%,Dothideomycetes_sp|SH190252.06FU,100%
ASV4000,+,Fungi,100%,Ascomycota,42%,Saccharomycetes,16%,Saccharomycetales,16%,Saccharomycetaceae,14%,Naumovozyma,13%,Naumovozyma_sp_QMW_2012|SH236489.06FU,13%
ASV4002,+,Fungi,100%,Basidiomycota,41%,Agaricomycetes,37%,Sebacinales,10%,Sebacinaceae,6%,Sebacinaceae_unidentified,5%,Sebacinaceae_sp|SH231697.06FU,3%
ASV4003,+,Fungi,100%,Chytridiomycota,100%,Chytridiomycetes,100%,Spizellomycetales,100%,Spizellomycetaceae,100%,Spizellomyces,100%,Spizellomyces_pseudodichotomus|SH221051.06FU,100%
ASV4005,+,Fungi,100%,Basidiomycota,66%,Agaricomycetes,56%,Agaricales,33%,Agaricales_unidentified,3%,Agaricales_unidentified_1,3%,Agaricales_sp|SH237383.06FU,3%
ASV4006,+,Fungi,100%,Ascomycota,78%,Eurotiomycetes,40%,Eurotiales,28%,Eurotiales_unidentified,13%,Eurotiales_unidentified_1,13%,Eurotiales_sp|SH213221.06FU,13%
ASV4007,+,Fungi,100%,Ascomycota,76%,Sordariomycetes,10%,Sordariales,3%,Chaetomiaceae,3%,Humicola,3%,Humicola_sp|SH235613.06FU,3%
ASV4008,+,Fungi,100%,Ascomycota,88%,Lecanoromycetes,15%,Baeomycetales,5%,Baeomycetaceae,5%,Baeomyces,5%,Baeomyces_sp|SH236010.06FU,5%
