ASV,fwd_rev,domain,conf.d,phylum,conf.p,class,conf.c,order,conf.o,family,conf.f,genus,conf.g,species,conf.s
ASV2770,+,Fungi,100%,Basidiomycota,100%,Tremellomycetes,99%,Tremellales,99%,Tremellaceae,98%,Cryptococcus,98%,Cryptococcus laurentii,80%
ASV2771,+,Fungi,100%,Ascomycota,48%,Pezizomycetes,25%,Pezizales,25%,Pezizaceae,25%,Peziza,23%,Peziza depressa,22%
ASV2772,+,Fungi,100%,Basidiomycota,53%,Agaricomycetes,41%,Agaricales,26%,Agaricaceae,3%,Macrolepiota,0%,Macrolepiota fuliginosa,0%
ASV2774,+,Fungi,100%,Ascomycota,100%,Dothideomycetes,100%,Pleosporales,100%,Pleosporaceae,100%,Cochliobolus,88%,Pseudocochliobolus,30%
ASV2775,+,Fungi,100%,Zygomycota,15%,Mucoromycotina_Incertae sedis,11%,Mortierellales,5%,Mortierellaceae,5%,Mortierella,5%,Mortierella epigama,5%
ASV2776,+,Fungi,100%,Ascomycota,97%,Sordariomycetes,93%,Hypocreales,64%,Clavicipitaceae,18%,Metacordyceps,15%,Metarhizium majus,15%
ASV2778,+,Fungi,100%,Zygomycota,11%,Mucoromycotina_Incertae sedis,11%,Mortierellales,4%,Mortierellaceae,4%,Mortierella,4%,Mortierella epigama,4%
ASV2780,+,Fungi,100%,Glomeromycota,33%,Glomeromycetes,33%,Glomerales,33%,Glomeraceae,33%,Rhizophagus,15%,Rhizophagus sp MUCL 43208,7%
ASV2782,+,Fungi,100%,Basidiomycota,100%,Agaricomycetes,100%,Cantharellales,93%,Ceratobasidiaceae,93%,Ceratobasidium,89%,Ceratobasidium sp AG_L,26%
ASV2785,+,Fungi,100%,Glomeromycota,33%,Glomeromycetes,33%,Glomerales,31%,Glomeraceae,31%,Rhizophagus,12%,Rhizophagus proliferus,11%
ASV2786,+,Fungi,100%,Glomeromycota,63%,Glomeromycetes,63%,Glomerales,60%,Glomeraceae,60%,Rhizophagus,16%,Rhizophagus sp MUCL 43208,16%
ASV2787,+,Fungi,100%,Chytridiomycota,95%,Chytridiomycetes,95%,Rhizophlyctidales,89%,Rhizophlyctidaceae,89%,Rhizophlyctis,89%,Rhizophlyctis rosea,89%
ASV2789,+,Fungi,100%,Zygomycota,89%,Entomophthoromycotina_Incertae sedis,89%,Entomophthorales,89%,Basidiobolaceae,89%,Basidiobolus,89%,Basidiobolus magnus,75%
ASV2790,+,Fungi,100%,Glomeromycota,80%,Glomeromycetes,80%,Glomerales,80%,Glomeraceae,80%,Glomus,76%,Glomus sp Bad Sachsa,50%
ASV2791,+,Fungi,100%,Ascomycota,100%,Sordariomycetes,100%,Sordariales,99%,Lasiosphaeriaceae,99%,Podospora,98%,Podospora intestinacea,98%
ASV2792,+,Fungi,100%,Ascomycota,68%,Saccharomycetes,22%,Saccharomycetales,22%,Saccharomycodaceae,18%,Hanseniaspora,18%,Hanseniaspora uvarum,18%
ASV2794,+,Fungi,100%,Glomeromycota,51%,Glomeromycetes,51%,Glomerales,39%,Claroideoglomeraceae,20%,Claroideoglomus,20%,Claroideoglomus luteum,12%
ASV2795,+,Fungi,100%,Basidiomycota,47%,Ustilaginomycetes,5%,Ustilaginales,5%,Melanotaeniaceae,5%,Melanotaenium,5%,Melanotaenium euphorbiae,5%
ASV2796,+,Fungi,100%,Ascomycota,100%,Sordariomycetes,99%,Xylariales,93%,Diatrypaceae,68%,Diatrype,31%,Diatrype flavovirens,27%
ASV2798,+,Fungi,100%,Zygomycota,15%,Mucoromycotina_Incertae sedis,14%,Mortierellales,12%,Mortierellaceae,12%,Mortierella,12%,Mortierella epigama,9%
ASV2799,+,Fungi,100%,Ascomycota,95%,Eurotiomycetes,77%,Chaetothyriales,54%,Herpotrichiellaceae,45%,Exophiala,29%,Exophiala alcalophila,21%
ASV2800,+,Fungi,100%,Chytridiomycota,61%,Chytridiomycetes,61%,Spizellomycetales,55%,Spizellomycetaceae,55%,Spizellomyces,50%,Spizellomyces plurigibbosus,36%
ASV2801,+,Fungi,100%,Zygomycota,21%,Mucoromycotina_Incertae sedis,21%,Mortierellales,12%,Mortierellaceae,12%,Mortierella,12%,Mortierella epigama,9%
ASV2803,+,Fungi,100%,Ascomycota,77%,Saccharomycetes,17%,Saccharomycetales,17%,Saccharomycetales_Incertae sedis,12%,Candida,11%,Candida digboiensis,9%
ASV2805,+,Fungi,100%,Basidiomycota,99%,Agaricomycetes,98%,Polyporales,75%,Phanerochaetaceae,6%,Hyphodermella,3%,Hyphodermella corrugata,3%
ASV2808,+,Fungi,100%,Ascomycota,100%,Dothideomycetes,100%,Botryosphaeriales,100%,Botryosphaeriaceae,100%,Botryosphaeria,100%,Dothiorella viticola,97%
ASV2809,+,Fungi,100%,Ascomycota,86%,Pezizomycetes,55%,Pezizales,55%,Pyronemataceae,37%,Genea,18%,Genea hispidula,18%
ASV2810,+,Fungi,100%,Glomeromycota,28%,Glomeromycetes,28%,Diversisporales,19%,Diversisporaceae,14%,Diversispora,14%,Diversispora epigaea,14%
ASV2811,+,Fungi,100%,Basidiomycota,42%,Agaricomycetes,31%,Agaricales,25%,Agaricaceae,12%,Macrolepiota,8%,Macrolepiota fuliginosa,7%
ASV2812,+,Fungi,100%,Ascomycota,66%,Pezizomycetes,32%,Pezizales,32%,Morchellaceae,20%,Morchella,19%,Morchella esculentoides,14%
ASV2813,+,Fungi,100%,Basidiomycota,46%,Ustilaginomycetes,13%,Ustilaginales,13%,Ustilaginales_Incertae sedis,7%,Farysizyma,7%,Farysizyma itapuensis,7%
ASV2816,+,Fungi,100%,Basidiomycota,100%,Tremellomycetes,100%,Tremellales,100%,Tremellaceae,100%,Cryptococcus,100%,Cryptococcus flavescens,99%
ASV2821,+,Fungi,100%,Ascomycota,70%,Dothideomycetes,25%,Pleosporales,24%,Lophiostomataceae,7%,Massarina,6%,Massarina igniaria,6%
ASV2822,+,Fungi,100%,Ascomycota,94%,Dothideomycetes,55%,Capnodiales,54%,Teratosphaeriaceae,17%,Teratosphaeria,14%,Teratosphaeria associata,14%
ASV2823,+,Fungi,100%,Ascomycota,73%,Dothideomycetes,32%,Pleosporales,30%,Massarinaceae,14%,Pseudodictyosporium,14%,Pseudodictyosporium wauense,14%
ASV2824,+,Fungi,100%,Basidiomycota,46%,Agaricomycetes,23%,Agaricales,15%,Psathyrellaceae,7%,Psathyrella,7%,Psathyrella fibrillosa,6%
ASV2827,+,Fungi,100%,Ascomycota,91%,Dothideomycetes,87%,Pleosporales,86%,Phaeosphaeriaceae,79%,Ophiosphaerella,75%,Ophiosphaerella agrostis,75%
ASV2828,+,Fungi,100%,Ascomycota,100%,Pezizomycotina_Incertae sedis,100%,Pezizomycotina_Incertae sedis,100%,Pezizomycotina_Incertae sedis,100%,Xylogone,100%,Xylogone sphaerospora,100%
ASV2829,+,Fungi,100%,Zygomycota,35%,Zoopagomycotina_Incertae sedis,12%,Zoopagales,12%,Piptocephalidaceae,12%,Piptocephalis,12%,Piptocephalis corymbifera,12%
ASV2830,+,Fungi,100%,Ascomycota,82%,Orbiliomycetes,50%,Orbiliales,50%,Orbiliaceae,50%,Arthrobotrys,38%,Arthrobotrys amerospora,25%
ASV2831,+,Fungi,100%,Basidiomycota,100%,Ustilaginomycetes,100%,Ustilaginales,100%,Ustilaginaceae,100%,Sporisorium,99%,Sporisorium panici_leucophaei,99%
ASV2832,+,Fungi,100%,Ascomycota,66%,Dothideomycetes,36%,Pleosporales,35%,Lophiostomataceae,20%,Massarina,17%,Massarina igniaria,17%
ASV2833,+,Fungi,100%,Zygomycota,8%,Mucoromycotina_Incertae sedis,6%,Mortierellales,5%,Mortierellaceae,5%,Mortierella,5%,Mortierella epigama,5%
ASV2834,+,Fungi,100%,Ascomycota,93%,Sordariomycetes,81%,Sordariales,37%,Chaetomiaceae,17%,Myceliophthora,16%,Corynascus sepedonium,14%
ASV2835,+,Fungi,100%,Ascomycota,70%,Eurotiomycetes,19%,Onygenales,9%,Arthrodermataceae,9%,Trichophyton,6%,Trichophyton raubitschekii,6%
ASV2837,+,Fungi,100%,Basidiomycota,70%,Agaricomycetes,55%,Agaricales,24%,Psathyrellaceae,10%,Psathyrella,10%,Psathyrella fibrillosa,10%
ASV2838,+,Fungi,100%,Ascomycota,76%,Pezizomycetes,39%,Pezizales,39%,Helvellaceae,19%,Leucangium,18%,Leucangium carthusianum,18%
ASV2839,+,Fungi,100%,Zygomycota,8%,Mucoromycotina_Incertae sedis,8%,Mortierellales,4%,Mortierellaceae,4%,Mortierella,4%,Mortierella epigama,2%
ASV2840,+,Fungi,100%,Glomeromycota,71%,Glomeromycetes,71%,Glomerales,70%,Glomeraceae,70%,Glomus,63%,Glomus indicum,16%
ASV2842,+,Fungi,100%,Basidiomycota,74%,Agaricomycetes,62%,Agaricales,56%,Hygrophoraceae,29%,Camarophyllopsis,27%,Camarophyllopsis hymenocephala,27%
ASV2843,+,Fungi,100%,Basidiomycota,100%,Agaricomycetes,100%,Cantharellales,100%,Ceratobasidiaceae,100%,Thanatephorus,97%,Rhizoctonia solani,89%
ASV2847,+,Fungi,100%,Basidiomycota,46%,Ustilaginomycetes,4%,Ustilaginales,4%,Ustilaginaceae,3%,Schizonella,2%,Schizonella melanogramma,2%
ASV2848,+,Fungi,100%,Chytridiomycota,83%,Chytridiomycetes,83%,Rhizophlyctidales,80%,Rhizophlyctidaceae,80%,Rhizophlyctis,80%,Rhizophlyctis rosea,80%
ASV2849,+,Fungi,100%,Chytridiomycota,47%,Chytridiomycetes,47%,Spizellomycetales,47%,Spizellomycetaceae,47%,Spizellomyces,44%,Spizellomyces dolichospermus,30%
ASV2850,+,Fungi,100%,Chytridiomycota,70%,Chytridiomycetes,70%,Spizellomycetales,65%,Spizellomycetaceae,65%,Spizellomyces,64%,Spizellomyces plurigibbosus,33%
ASV2854,+,Fungi,100%,Basidiomycota,41%,Agaricomycetes,29%,Agaricales,28%,Psathyrellaceae,8%,Psathyrella,8%,Psathyrella fibrillosa,8%
ASV2855,+,Fungi,100%,Ascomycota,98%,Dothideomycetes,91%,Capnodiales,91%,Capnodiaceae,86%,Capnodium,86%,Capnodium coffeae,86%
ASV2858,+,Fungi,100%,Zygomycota,12%,Zoopagomycotina_Incertae sedis,10%,Zoopagales,10%,Piptocephalidaceae,10%,Piptocephalis,10%,Piptocephalis corymbifera,10%
ASV2860,+,Fungi,100%,Chytridiomycota,91%,Chytridiomycetes,91%,Rhizophlyctidales,85%,Rhizophlyctidaceae,85%,Rhizophlyctis,85%,Rhizophlyctis rosea,85%
ASV2862,+,Fungi,100%,Zygomycota,98%,Mucoromycotina_Incertae sedis,98%,Mortierellales,98%,Mortierellaceae,98%,Mortierella,98%,Mortierella elongata,31%
ASV2864,+,Fungi,100%,Ascomycota,95%,Dothideomycetes,89%,Pleosporales,88%,Phaeosphaeriaceae,73%,Sclerostagonospora,30%,Sclerostagonospora sp CBS 118152,28%
ASV2865,+,Fungi,100%,Ascomycota,95%,Sordariomycetes,92%,Sordariales,74%,Lasiosphaeriaceae,57%,Cladorrhinum,31%,Cladorrhinum phialophoroides,31%
ASV2866,+,Fungi,100%,Ascomycota,95%,Dothideomycetes,94%,Botryosphaeriales,92%,Botryosphaeriaceae,92%,Microdiplodia,92%,Aporospora terricola,91%
ASV2867,+,Fungi,100%,Basidiomycota,100%,Microbotryomycetes,100%,Sporidiobolales,100%,Sporidiobolales_Incertae sedis,100%,Rhodotorula,100%,Rhodotorula nothofagi,100%
ASV2872,+,Fungi,100%,Basidiomycota,100%,Agaricomycetes,100%,Agaricales,100%,Psathyrellaceae,100%,Parasola,100%,Parasola leiocephala,49%
ASV2873,+,Fungi,100%,Ascomycota,95%,Sordariomycetes,66%,Microascales,8%,Microascaceae,8%,Microascus,8%,Scopulariopsis brevicaulis,8%
ASV2874,+,Fungi,100%,Ascomycota,94%,Leotiomycetes,69%,Helotiales,62%,Helotiaceae,38%,Hymenoscyphus,33%,Hymenoscyphus sp KUS_F51352,17%
ASV2875,+,Fungi,100%,Ascomycota,87%,Eurotiomycetes,24%,Eurotiales,4%,Trichocomaceae,4%,Penicillium,3%,Penicillium expansum,2%
ASV2878,+,Fungi,100%,Basidiomycota,78%,Agaricomycetes,71%,Atheliales,41%,Atheliaceae,41%,Athelia,40%,Sclerotium delphinii,23%
ASV2880,+,Fungi,100%,Basidiomycota,93%,Tremellomycetes,76%,Tremellales,73%,Tremellaceae,60%,Cryptococcus,60%,Cryptococcus podzolicus,37%
ASV2882,+,Fungi,100%,Zygomycota,2%,Mucoromycotina_Incertae sedis,2%,Mortierellales,2%,Mortierellaceae,2%,Mortierella,2%,Mortierella epigama,2%
ASV2883,+,Fungi,100%,Ascomycota,89%,Leotiomycetes,34%,Helotiales,32%,Helotiales_Incertae sedis,12%,Tetracladium,11%,Tetracladium setigerum,9%
ASV2885,+,Fungi,100%,Ascomycota,91%,Orbiliomycetes,75%,Orbiliales,75%,Orbiliaceae,75%,Arthrobotrys,44%,Arthrobotrys conoides,19%
ASV2887,+,Fungi,100%,Basidiomycota,47%,Ustilaginomycetes,10%,Ustilaginales,10%,Ustilaginales_Incertae sedis,9%,Farysizyma,9%,Farysizyma itapuensis,9%
ASV2888,+,Fungi,100%,Ascomycota,50%,Eurotiomycetes,9%,Onygenales,4%,Arthrodermataceae,3%,Trichophyton,1%,Trichophyton raubitschekii,1%
ASV2889,+,Fungi,100%,Basidiomycota,45%,Agaricomycetes,28%,Agaricales,19%,Tricholomataceae,13%,Melanoleuca,13%,Melanoleuca substrictipes,13%
ASV2890,+,Fungi,100%,Ascomycota,83%,Pezizomycetes,26%,Pezizales,26%,Morchellaceae,19%,Morchella,18%,Morchella importuna,1%
ASV2891,+,Fungi,100%,Ascomycota,83%,Dothideomycetes,29%,Pleosporales,18%,Venturiaceae,16%,Tothia,15%,Tothia fuscella,15%
ASV2892,+,Fungi,100%,Ascomycota,79%,Pezizomycetes,71%,Pezizales,71%,Pezizaceae,70%,Pachyphloeus,64%,Pachyphloeus melanoxanthus,36%
ASV2894,+,Fungi,100%,Ascomycota,100%,Sordariomycetes,98%,Xylariales,91%,Xylariales_Incertae sedis,35%,Monosporascus,35%,Monosporascus cannonballus,35%
ASV2896,+,Fungi,100%,Ascomycota,100%,Saccharomycetes,100%,Saccharomycetales,100%,Dipodascaceae,100%,Basidioascus,100%,Basidioascus undulatus,57%
ASV2897,+,Fungi,100%,Ascomycota,100%,Dothideomycetes,100%,Pleosporales,100%,Sporormiaceae,100%,Preussia,100%,Preussia terricola,94%
ASV2898,+,Fungi,100%,Ascomycota,68%,Saccharomycetes,14%,Saccharomycetales,14%,Saccharomycetales_Incertae sedis,10%,Candida,9%,Candida digboiensis,6%
ASV2899,+,Fungi,100%,Glomeromycota,26%,Glomeromycetes,26%,Glomerales,23%,Glomeraceae,23%,Rhizophagus,21%,Rhizophagus cf irregularis MUCL 43205,3%
ASV2900,+,Fungi,100%,Ascomycota,100%,Pezizomycotina_Incertae sedis,100%,Pezizomycotina_Incertae sedis,100%,Pezizomycotina_Incertae sedis,100%,Xylogone,100%,Xylogone sphaerospora,100%
ASV2901,+,Fungi,100%,Basidiomycota,69%,Agaricomycetes,46%,Agaricales,23%,Tricholomataceae,10%,Melanoleuca,8%,Melanoleuca substrictipes,7%
ASV2902,+,Fungi,100%,Zygomycota,19%,Mucoromycotina_Incertae sedis,18%,Mucorales,15%,Choanephoraceae,3%,Choanephora,3%,Choanephora infundibulifera,3%
ASV2904,+,Fungi,100%,Basidiomycota,81%,Agaricomycetes,74%,Agaricales,29%,Agaricaceae,9%,Macrolepiota,7%,Macrolepiota fuliginosa,6%
ASV2905,+,Fungi,100%,Chytridiomycota,30%,Chytridiomycetes,30%,Spizellomycetales,27%,Spizellomycetaceae,27%,Spizellomyces,15%,Spizellomyces plurigibbosus,6%
ASV2906,+,Fungi,100%,Glomeromycota,46%,Glomeromycetes,46%,Glomerales,44%,Glomeraceae,44%,Glomus,32%,Glomus indicum,14%
ASV2908,+,Fungi,100%,Ascomycota,62%,Archaeorhizomycetes,38%,Archaeorhizomycetales,38%,Archaeorhizomycetaceae,38%,Archaeorhizomyces,38%,Archaeorhizomyces finlayi,38%
ASV2909,+,Fungi,100%,Basidiomycota,28%,Agaricomycetes,17%,Agaricales,5%,Tricholomataceae,5%,Melanoleuca,5%,Melanoleuca substrictipes,5%
ASV2910,+,Fungi,100%,Ascomycota,100%,Sordariomycetes,100%,Hypocreales,100%,Nectriaceae,100%,Campylocarpon,99%,Campylocarpon pseudofasciculare,99%
ASV2912,+,Fungi,100%,Basidiomycota,39%,Ustilaginomycetes,11%,Ustilaginales,11%,Ustilaginales_Incertae sedis,4%,Farysizyma,4%,Farysizyma itapuensis,4%
ASV2913,+,Fungi,100%,Basidiomycota,57%,Agaricomycetes,38%,Agaricales,29%,Psathyrellaceae,12%,Psathyrella,12%,Psathyrella fibrillosa,12%
ASV2914,+,Fungi,100%,Ascomycota,67%,Sordariomycetes,55%,Hypocreales,32%,Nectriaceae,25%,Fusarium,23%,Fusarium brasiliense,19%
ASV2918,+,Fungi,100%,Ascomycota,97%,Sordariomycetes,88%,Sordariales,41%,Lasiosphaeriaceae,35%,Podospora,21%,Podospora anserina,18%
ASV2919,+,Fungi,100%,Basidiomycota,62%,Pucciniomycetes,37%,Pucciniales,37%,Pucciniastraceae,8%,Pucciniastrum,7%,Pucciniastrum tiliae,6%
ASV2920,+,Fungi,100%,Basidiomycota,63%,Agaricomycetes,40%,Agaricales,37%,Agaricaceae,9%,Macrolepiota,3%,Macrolepiota fuliginosa,3%
ASV2921,+,Fungi,100%,Chytridiomycota,100%,Chytridiomycetes,100%,Spizellomycetales,100%,Spizellomycetaceae,100%,Powellomyces,100%,Powellomyces hirtus,100%
ASV2922,+,Fungi,100%,Neocallimastigomycota,8%,Neocallimastigomycetes,8%,Neocallimastigales,8%,Neocallimastigaceae,8%,Cyllamyces,8%,Cyllamyces aberensis,8%
ASV2924,+,Fungi,100%,Glomeromycota,50%,Glomeromycetes,50%,Glomerales,47%,Claroideoglomeraceae,43%,Claroideoglomus,43%,Claroideoglomus drummondii,16%
ASV2925,+,Fungi,100%,Ascomycota,96%,Dothideomycetes,95%,Pleosporales,94%,Pleosporales_Incertae sedis,18%,Pyrenochaeta,17%,Pyrenochaeta sp CF_2008,14%
ASV2926,+,Fungi,100%,Ascomycota,89%,Pezizomycotina_Incertae sedis,69%,Pezizomycotina_Incertae sedis,69%,Pezizomycotina_Incertae sedis,69%,Scolecobasidium,68%,Scolecobasidium terreum,68%
ASV2927,+,Fungi,100%,Ascomycota,79%,Pezizomycetes,46%,Pezizales,46%,Morchellaceae,24%,Morchella,24%,Morchella sp Mes_26,8%
ASV2928,+,Fungi,100%,Basidiomycota,39%,Ustilaginomycetes,12%,Ustilaginales,12%,Melanotaeniaceae,5%,Melanotaenium,5%,Melanotaenium euphorbiae,5%
ASV2930,+,Fungi,100%,Ascomycota,76%,Eurotiomycetes,32%,Eurotiales,16%,Trichocomaceae,16%,Penicillium,8%,Penicillium chermesinum,4%
ASV2931,+,Fungi,100%,Ascomycota,80%,Orbiliomycetes,61%,Orbiliales,61%,Orbiliaceae,61%,Arthrobotrys,54%,Arthrobotrys amerospora,45%
ASV2933,+,Fungi,100%,Ascomycota,59%,Pezizomycetes,41%,Pezizales,41%,Morchellaceae,36%,Morchella,36%,Morchella sp Mes_10,8%
ASV2935,+,Fungi,100%,Basidiomycota,64%,Agaricomycetes,33%,Agaricales,25%,Psathyrellaceae,16%,Psathyrella,16%,Psathyrella fibrillosa,16%
ASV2936,+,Fungi,100%,Ascomycota,78%,Sordariomycetes,67%,Hypocreales,27%,Nectriaceae,15%,Fusarium,14%,Fusarium beomiforme,12%
ASV2937,+,Fungi,100%,Ascomycota,77%,Dothideomycetes,17%,Botryosphaeriales,8%,Botryosphaeriaceae,8%,Phyllosticta,5%,Phyllosticta hamamelidis,5%
ASV2938,+,Fungi,100%,Ascomycota,78%,Dothideomycetes,66%,Pleosporales,66%,Didymellaceae,16%,Atradidymella,8%,Phoma medicaginis,7%
ASV2939,+,Fungi,100%,Ascomycota,100%,Sordariomycetes,100%,Trichosphaeriales,99%,Trichosphaeriales_Incertae sedis,99%,Khuskia,51%,Nigrospora oryzae,50%
ASV2941,+,Fungi,100%,Basidiomycota,100%,Tremellomycetes,98%,Tremellales,98%,Tremellaceae,98%,Cryptococcus,98%,Cryptococcus laurentii,75%
ASV2942,+,Fungi,100%,Ascomycota,100%,Sordariomycetes,100%,Hypocreales,100%,Hypocreales_Incertae sedis,98%,Myrothecium,96%,Myrothecium leucotrichum,96%
ASV2946,+,Fungi,100%,Ascomycota,97%,Dothideomycetes,97%,Pleosporales,97%,Phaeosphaeriaceae,85%,Phaeosphaeriopsis,60%,Phaeosphaeria oryzae,56%
ASV2948,+,Fungi,100%,Ascomycota,100%,Dothideomycetes,99%,Pleosporales,99%,Phaeosphaeriaceae,73%,Phaeosphaeria,49%,Phaeosphaeria eustoma,35%
ASV2949,+,Fungi,100%,Zygomycota,19%,Mucoromycotina_Incertae sedis,17%,Mortierellales,17%,Mortierellaceae,17%,Mortierella,17%,Mortierella epigama,16%
ASV2951,+,Fungi,100%,Glomeromycota,39%,Glomeromycetes,39%,Glomerales,39%,Glomeraceae,39%,Rhizophagus,13%,Rhizophagus cf irregularis MUCL 43205,6%
ASV2954,+,Fungi,100%,Ascomycota,43%,Pezizomycetes,24%,Pezizales,24%,Pezizaceae,12%,Peziza,9%,Peziza depressa,9%
ASV2956,+,Fungi,100%,Ascomycota,100%,Sordariomycetes,100%,Diaporthales,100%,Valsaceae,100%,Cytospora,100%,Cytospora abyssinica,84%
ASV2957,+,Fungi,100%,Basidiomycota,43%,Agaricostilbomycetes,13%,Agaricostilbales,13%,Agaricostilbaceae,12%,Bensingtonia,10%,Bensingtonia miscanthi,4%
ASV2958,+,Fungi,100%,Basidiomycota,83%,Tremellomycetes,66%,Tremellales,59%,Tremellaceae,55%,Cryptococcus,55%,Cryptococcus wieringae,38%
ASV2960,+,Fungi,100%,Basidiomycota,100%,Microbotryomycetes,100%,Sporidiobolales,100%,Sporidiobolales_Incertae sedis,100%,Sporobolomyces,100%,Sporobolomyces gracilis,99%
ASV2961,+,Fungi,100%,Basidiomycota,100%,Tremellomycetes,100%,Tremellales,100%,Tremellaceae,100%,Cryptococcus,100%,Cryptococcus dimennae,100%
ASV2962,+,Fungi,100%,Ascomycota,52%,Leotiomycetes,4%,Erysiphales,3%,Erysiphaceae,3%,Erysiphe,3%,Erysiphe abbreviata,3%
ASV2963,+,Fungi,100%,Ascomycota,65%,Sordariomycetes,18%,Hypocreales,14%,Nectriaceae,11%,Fusarium,10%,Fusarium sp FAN_2011a,10%
ASV2964,+,Fungi,100%,Basidiomycota,49%,Ustilaginomycetes,3%,Ustilaginales,3%,Ustilaginales_Incertae sedis,2%,Farysizyma,2%,Farysizyma itapuensis,2%
ASV2970,+,Fungi,100%,Basidiomycota,100%,Agaricomycetes,100%,Cantharellales,40%,Ceratobasidiaceae,40%,Rhizoctonia,40%,Rhizoctonia sp TBR,40%
ASV2971,+,Fungi,100%,Basidiomycota,90%,Agaricomycetes,88%,Polyporales,39%,Polyporaceae,32%,Lentinus,5%,Lentinus tigrinus,3%
ASV2972,+,Fungi,100%,Ascomycota,100%,Sordariomycetes,94%,Xylariales,87%,Amphisphaeriaceae,26%,Truncatella,25%,Truncatella angustata,25%
ASV2973,+,Fungi,100%,Ascomycota,80%,Pezizomycetes,44%,Pezizales,44%,Pyronemataceae,41%,Geopora,19%,Geopora tenuis,15%
ASV2974,+,Fungi,100%,Ascomycota,82%,Dothideomycetes,60%,Pleosporales,59%,Sporormiaceae,39%,Preussia,34%,Preussia isomera,28%
ASV2976,+,Fungi,100%,Ascomycota,100%,Sordariomycetes,100%,Xylariales,75%,Amphisphaeriaceae,47%,Truncatella,13%,Truncatella angustata,13%
ASV2977,+,Fungi,100%,Basidiomycota,86%,Agaricomycetes,81%,Auriculariales,68%,Auriculariales_Incertae sedis,68%,Protomerulius,54%,Elmerina caryae,54%
ASV2978,+,Fungi,100%,Ascomycota,81%,Leotiomycetes,30%,Helotiales,27%,Rutstroemiaceae,8%,Lambertella,8%,Lambertella advenula,8%
ASV2979,+,Fungi,100%,Basidiomycota,43%,Agaricomycetes,28%,Agaricales,19%,Psathyrellaceae,8%,Psathyrella,8%,Psathyrella fibrillosa,8%
ASV2980,+,Fungi,100%,Ascomycota,100%,Eurotiomycetes,100%,Eurotiales,100%,Trichocomaceae,100%,Aspergillus,100%,Aspergillus bridgeri,52%
ASV2981,+,Fungi,100%,Basidiomycota,35%,Agaricomycetes,25%,Agaricales,17%,Agaricaceae,6%,Macrolepiota,5%,Macrolepiota fuliginosa,5%
ASV2987,+,Fungi,100%,Glomeromycota,84%,Glomeromycetes,84%,Diversisporales,71%,Diversisporaceae,65%,Diversispora,65%,Diversispora epigaea,43%
ASV2989,+,Fungi,100%,Chytridiomycota,21%,Chytridiomycetes,21%,Spizellomycetales,13%,Spizellomycetaceae,13%,Spizellomyces,13%,Spizellomyces dolichospermus,6%
ASV2990,+,Fungi,100%,Zygomycota,27%,Mucoromycotina_Incertae sedis,27%,Mortierellales,14%,Mortierellaceae,14%,Mortierella,14%,Mortierella epigama,9%
ASV2991,+,Fungi,100%,Basidiomycota,100%,Agaricomycetes,100%,Agaricales,100%,Entolomataceae,91%,Entoloma,91%,Entoloma byssisedum,84%
ASV2992,+,Fungi,100%,Basidiomycota,100%,Agaricomycetes,100%,Agaricales,100%,Marasmiaceae,100%,Marasmius,100%,Marasmius aurantioferrugineus,38%
ASV2993,+,Fungi,100%,Ascomycota,98%,Sordariomycetes,78%,Hypocreales,58%,Nectriaceae,28%,Gibberella,20%,Fusarium venenatum,11%
ASV2995,+,Fungi,100%,Ascomycota,100%,Sordariomycetes,100%,Sordariales,100%,Lasiosphaeriaceae,100%,Podospora,98%,Podospora myriaspora,98%
ASV2996,+,Fungi,100%,Ascomycota,100%,Sordariomycetes,95%,Sordariales,68%,Lasiosphaeriaceae,40%,Podospora,27%,Podospora intestinacea,14%
ASV2997,+,Fungi,100%,Ascomycota,75%,Pezizomycetes,47%,Pezizales,47%,Morchellaceae,22%,Morchella,20%,Morchella sp Mes_22,2%
ASV2998,+,Fungi,100%,Chytridiomycota,34%,Chytridiomycetes,34%,Rhizophydiales,30%,Rhizophydiaceae,30%,Rhizophydium,30%,Rhizophydium haynaldii,27%
ASV2999,+,Fungi,100%,Ascomycota,100%,Sordariomycetes,99%,Xylariales,78%,Xylariaceae,75%,Rosellinia,34%,Rosellinia buxi,32%
ASV3002,+,Fungi,100%,Basidiomycota,60%,Agaricomycetes,42%,Agaricales,34%,Psathyrellaceae,7%,Psathyrella,7%,Psathyrella fibrillosa,7%
ASV3003,+,Fungi,100%,Glomeromycota,100%,Glomeromycetes,100%,Glomerales,100%,Glomeraceae,100%,Funneliformis,83%,Glomus monosporum,49%
ASV3004,+,Fungi,100%,Ascomycota,80%,Dothideomycetes,59%,Pleosporales,50%,Corynesporascaceae,21%,Corynespora,21%,Corynespora smithii,19%
ASV3005,+,Fungi,100%,Basidiomycota,57%,Ustilaginomycetes,23%,Ustilaginales,23%,Ustilaginales_Incertae sedis,23%,Farysizyma,23%,Farysizyma itapuensis,23%
ASV3006,+,Fungi,100%,Zygomycota,4%,Mucoromycotina_Incertae sedis,4%,Mortierellales,4%,Mortierellaceae,4%,Mortierella,4%,Mortierella epigama,4%
ASV3007,+,Fungi,100%,Zygomycota,28%,Mucoromycotina_Incertae sedis,26%,Mortierellales,14%,Mortierellaceae,14%,Mortierella,14%,Mortierella epigama,9%
